time,open,high,low,close
2023.01.13 00:00,1898.04,1900.93,1895.94,1897.82
2023.01.13 04:00,1897.81,1899.93,1892.23,1899.58
2023.01.13 08:00,1899.58,1909.63,1898.00,1899.71
2023.01.13 12:00,1899.71,1916.51,1893.69,1913.68
2023.01.13 16:00,1913.68,1921.86,1909.40,1920.03
2023.01.13 20:00,1920.03,1921.45,1918.42,1920.24
2023.01.15 20:00,1919.93,1921.65,1916.92,1916.92
2023.01.16 00:00,1916.95,1928.95,1916.78,1926.39
2023.01.16 04:00,1926.39,1927.02,1913.28,1917.10
2023.01.16 08:00,1917.09,1919.27,1910.83,1916.57
2023.01.16 12:00,1916.53,1917.22,1911.38,1916.05
2023.01.16 16:00,1916.04,1916.13,1912.83,1915.66
2023.01.16 20:00,1915.16,1918.36,1914.40,1917.92
2023.01.17 00:00,1917.93,1918.99,1909.44,1910.28
2023.01.17 04:00,1910.28,1913.21,1906.96,1909.96
2023.01.17 08:00,1909.96,1912.78,1904.24,1912.69
2023.01.17 12:00,1912.69,1916.66,1907.04,1911.02
2023.01.17 16:00,1911.01,1913.29,1903.78,1907.92
2023.01.17 20:00,1907.90,1910.82,1907.47,1908.71
2023.01.18 00:00,1908.71,1910.30,1899.19,1900.08
2023.01.18 04:00,1900.07,1909.01,1896.58,1907.72
2023.01.18 08:00,1907.72,1916.73,1907.72,1915.67
2023.01.18 12:00,1915.59,1925.82,1911.37,1912.30
2023.01.18 16:00,1912.32,1912.79,1901.58,1905.08
2023.01.18 20:00,1905.07,1907.37,1902.30,1906.86
2023.01.19 00:00,1906.86,1910.79,1900.94,1908.96
2023.01.19 04:00,1908.96,1912.93,1906.38,1911.35
2023.01.19 08:00,1911.38,1916.75,1906.66,1908.14
2023.01.19 12:00,1908.12,1923.31,1906.80,1918.04
2023.01.19 16:00,1918.04,1931.37,1917.65,1929.67
2023.01.19 20:00,1929.68,1935.15,1929.33,1931.69
2023.01.20 00:00,1931.69,1934.76,1927.50,1927.57
2023.01.20 04:00,1927.57,1933.07,1923.08,1933.07
2023.01.20 08:00,1933.04,1937.51,1926.51,1927.07
2023.01.20 12:00,1927.06,1930.95,1920.69,1926.32
2023.01.20 16:00,1926.39,1930.97,1922.79,1929.64
2023.01.20 20:00,1929.63,1929.91,1925.57,1925.77
2023.01.22 20:00,1925.34,1927.52,1923.75,1927.23
2023.01.23 00:00,1927.23,1935.52,1927.23,1930.57
2023.01.23 04:00,1930.57,1931.27,1919.71,1920.28
2023.01.23 08:00,1920.28,1929.32,1918.87,1925.57
2023.01.23 12:00,1925.56,1927.83,1911.37,1922.94
2023.01.23 16:00,1922.94,1929.71,1919.21,1926.40
2023.01.23 20:00,1926.40,1932.76,1925.99,1931.31
2023.01.24 00:00,1931.31,1936.97,1930.71,1933.42
2023.01.24 04:00,1933.43,1941.42,1931.86,1940.35
2023.01.24 08:00,1940.35,1942.44,1934.33,1937.19
2023.01.24 12:00,1937.23,1939.38,1917.15,1935.03
2023.01.24 16:00,1935.03,1938.24,1930.14,1938.09
2023.01.24 20:00,1938.10,1938.25,1936.35,1937.01
2023.01.25 00:00,1937.00,1939.64,1928.98,1931.77
2023.01.25 04:00,1931.77,1933.71,1925.79,1928.74
2023.01.25 08:00,1928.74,1932.43,1922.71,1925.95
2023.01.25 12:00,1925.96,1938.79,1919.83,1933.00
2023.01.25 16:00,1933.02,1943.21,1928.90,1942.35
2023.01.25 20:00,1942.38,1948.80,1942.28,1948.33
2023.01.26 00:00,1948.33,1949.15,1942.44,1947.65
2023.01.26 04:00,1947.66,1948.96,1938.01,1942.95
2023.01.26 08:00,1942.95,1945.07,1933.15,1937.04
2023.01.26 12:00,1937.09,1942.38,1923.15,1924.79
